HOUSEID,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,HYBRID,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WRKCOUNT,VEHAGE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,FUELTYPE,GSYRGAL,GSTOTCST,VEHTYPE
45678446,1,1,10,1,1,1,2,1,4,1,2,60,2003,1,6,1,1,01,8000,4,111,321,1
45703656,2,2,4,3,2,2,2,2,6,1,2,48,2004,1,5,1,1,08,90000,4,3647,11053,4
45710869,1,2,18,4,2,2,2,4,6,2,2,24,2004,2,5,1,1,04,12000,4,404,1294,3
45727737,2,2,17,4,3,2,2,1,2,1,2,60,2003,2,6,1,1,06,10000,4,879,2910,1
45737204,2,2,14,5,3,2,2,4,6,2,2,36,2005,2,4,1,1,04,15000,4,981,2885,4
45768543,1,2,12,2,3,2,2,1,1,1,2,72,2002,1,7,1,1,10,4000,4,304,929,4
45771208,1,3,10,3,2,2,2,1,4,1,2,84,2002,0,7,1,1,08,10000,4,693,2122,3
45774704,2,2,17,2,2,2,2,1,1,1,2,12,2008,2,1,1,1,02,10000,4,285,864,1
45794355,1,1,9,2,2,2,2,4,6,2,2,60,2002,0,7,1,1,10,15000,4,491,1443,2
45801422,1,3,14,3,2,3,2,1,3,1,2,24,2006,2,3,1,1,08,20000,4,604,1754,1
45806397,1,1,5,1,1,1,2,1,1,1,2,48,2002,1,7,1,1,01,7200,4,154,509,1
45822034,2,2,5,2,2,2,2,1,1,1,2,84,2002,0,7,1,1,10,2500,4,537,1557,4
45829060,1,1,11,1,2,1,2,1,2,1,2,2,2007,1,2,1,1,01,6000,4,305,923,3
45845949,1,2,18,2,3,2,2,1,1,1,2,72,2002,0,7,1,1,10,12000,4,687,2020,3
45879690,1,2,17,2,3,2,2,4,6,2,1,48,2004,0,5,1,1,10,15000,4,1009,2928,3
45900213,1,2,18,2,2,2,2,2,6,1,2,48,2005,2,4,1,1,02,18000,4,622,1871,3
46010128,2,2,13,3,2,2,2,1,1,1,2,9,2008,2,1,1,1,04,10713.33333,4,692,2008,4
46019970,1,2,10,2,1,2,2,4,6,2,2,12,2007,0,2,1,1,10,12000,4,435,1370,2
46022738,1,2,13,2,4,2,2,1,2,1,2,24,2003,2,6,1,1,02,12000,4,82,248,1
46026174,1,2,4,2,2,2,2,1,4,1,2,48,2005,2,4,1,1,02,500,4,213,651,1
46028776,1,2,18,2,2,2,2,4,6,2,2,36,2004,2,5,1,1,10,13000,4,1107,3489,2
46064103,2,1,18,2,2,2,2,1,4,1,2,11,2003,1,6,1,1,10,7636.363636,4,5,15,1
46091499,1,2,10,3,2,3,2,4,6,2,2,48,2004,2,5,1,1,10,12000,4,410,1312,1
46093091,2,2,12,3,2,2,1,4,6,2,2,30,2006,2,3,1,2,06,3000,4,246,788,3
46099963,1,1,3,2,1,2,2,4,6,2,2,60,2003,0,6,2,3,02,2000,4,419,1341,4
46106151,2,2,18,2,2,2,2,1,3,1,2,36,2006,1,3,1,1,02,4000,4,579,1753,3
46115144,2,2,16,4,3,2,2,1,1,1,2,72,2002,1,7,1,1,04,8000,4,404,1222,1
46122357,1,1,8,1,1,1,2,1,2,1,2,18,2007,0,2,2,2,09,3000,4,211,637,3
46123363,1,2,9,2,2,2,2,1,1,1,2,24,2007,2,2,1,4,02,7000,4,569,1672,2
46136868,1,2,7,2,2,2,2,4,6,2,2,24,2005,0,4,1,1,10,40000,4,1308,3844,2
46144096,2,4,15,5,5,3,2,4,6,2,2,28,2006,3,3,1,1,06,5000,4,439,1451,4
46156174,5,2,18,2,5,2,1,4,6,2,1,24,2004,2,5,1,1,02,15000,4,339,1025,4
46189323,1,1,12,1,1,1,2,1,5,1,2,18,2007,0,2,1,1,09,3000,4,201,607,3
46191148,2,3,10,4,3,2,2,1,1,1,2,48,2005,2,4,1,1,06,20000,4,1058,3240,4
46192305,1,2,10,2,3,2,2,4,6,2,2,10,2005,1,4,1,1,10,15600,4,756,2290,1
46198811,1,2,17,2,2,2,2,4,6,2,2,84,2002,1,7,1,1,10,2500,4,217,656,1
46245247,1,2,10,2,3,2,2,4,6,2,2,48,2004,2,5,1,1,02,10000,4,655,1967,3
46245489,1,2,15,2,1,2,1,4,6,2,2,8,2008,2,1,1,1,02,18750,4,897,2700,3
46270847,1,3,18,3,3,3,2,4,6,2,2,72,2002,3,7,1,1,02,15000,4,674,2040,1
46274836,1,2,18,4,3,2,2,2,6,1,2,24,2007,2,2,1,1,04,20000,4,1074,3252,3
46285373,1,2,4,2,1,2,2,4,6,2,2,24,2004,0,5,1,5,10,10000,4,541,1639,1
46313267,1,1,7,1,1,1,2,4,6,2,2,12,2007,0,2,1,1,09,200,4,11,35,97
46313913,2,2,17,2,2,2,2,4,6,2,2,60,2003,1,6,1,1,10,15000,4,440,1345,4
46320890,1,2,16,2,3,2,2,4,6,2,2,36,2004,1,5,1,1,02,16000,4,403,1185,1
46321655,1,2,18,2,4,2,2,1,4,1,2,60,2005,1,4,1,1,02,4000,4,536,1773,1
46322362,1,1,2,1,1,1,2,1,1,1,2,24,2006,1,3,1,4,01,6000,4,233,690,3
46338792,2,2,17,2,2,2,2,1,4,1,2,72,2002,1,7,1,1,10,8000,4,864,2508,1
46341895,2,2,12,2,3,2,2,4,6,2,2,12,2005,2,4,1,1,02,8000,4,502,1520,2
46343910,2,2,18,2,2,2,2,1,1,1,2,24,2005,2,4,1,1,02,10000,4,377,1205,3
46347365,1,4,9,4,4,3,2,1,2,1,2,24,2006,1,3,1,1,08,9600,4,245,741,1
46350208,1,2,13,4,3,2,2,2,6,1,2,72,2003,2,6,1,1,06,6000,4,450,1488,4
46355810,1,1,9,1,1,1,1,2,6,1,2,16,2007,0,2,1,1,09,10000,4,254,752,1
46394529,4,2,17,2,4,2,2,4,6,2,2,36,2002,2,7,2,1,02,17000,4,667,2021,1
46396765,1,2,9,2,4,2,2,4,6,2,2,36,2004,2,5,1,1,02,12000,4,71,212,1
46401454,2,2,6,2,2,2,2,4,6,2,2,60,2004,0,5,1,1,10,5000,4,543,1643,3
46415152,1,1,6,1,1,1,2,1,5,1,2,36,2006,0,3,1,3,09,3000,4,56,173,1
46425142,1,2,12,2,2,2,2,1,4,1,1,18,2007,0,2,1,1,10,8000,4,248,820,4
46466181,3,3,18,5,4,3,2,1,4,1,2,36,2005,2,4,1,1,04,6000,4,525,1523,3
46466873,1,3,18,4,3,2,2,4,6,2,2,0.5,2009,2,1,1,1,06,28800,4,1662,5035,4
46475567,2,2,13,2,3,2,2,1,1,1,2,24,2004,0,5,1,1,10,200,4,31,96,6
46475884,2,1,10,1,2,1,2,2,6,1,2,48,2004,0,5,1,2,09,5000,4,242,740,2
46519788,1,2,18,2,2,2,1,1,4,1,1,24,2003,1,6,1,1,10,4000,4,603,1995,4
46520908,1,2,17,3,2,2,2,1,1,1,2,84,2002,2,7,1,1,06,20000,4,852,2504,1
46524773,1,2,13,2,3,2,2,1,4,1,2,18,2006,2,3,1,1,02,4000,4,220,728,4
46551331,1,2,17,2,3,2,2,4,6,2,2,36,2003,2,6,1,1,02,16000,4,983,2915,4
46632696,1,2,18,4,2,2,2,1,4,1,2,26,2007,1,2,1,1,06,10000,4,744,2343,3
46654821,1,1,11,1,1,1,2,2,6,1,2,5,2009,0,1,1,1,09,12000,1,421,1552,1
46658838,1,3,10,3,3,3,2,4,6,2,2,1,2008,2,1,1,1,10,14568,4,490,1500,3
46707316,1,1,16,1,2,1,2,4,6,2,2,48,2005,1,4,1,1,01,18000,4,625,1891,3
46730828,1,1,5,1,1,1,2,4,6,2,2,24,2005,1,4,1,1,01,12000,4,548,1661,1
46756837,1,1,7,1,1,1,2,1,3,1,2,36,2006,0,3,2,1,09,10000,4,638,2040,3
46769891,2,2,14,2,2,2,2,1,4,1,2,36,2006,2,3,1,1,02,1200,4,244,766,4
46809573,1,1,14,1,1,1,2,4,6,2,2,24,2006,0,3,1,1,09,10000,4,507,1536,3
46812818,1,2,13,2,2,2,2,4,6,2,2,36,2005,2,4,1,1,02,5000,1,330,1135,4
46817961,1,2,10,3,2,2,2,1,5,1,2,10,2008,1,1,1,1,04,9600,4,444,1305,1
46828480,2,2,18,3,2,2,2,4,6,2,2,48,2004,2,5,2,1,04,10000,4,774,2369,1
46842842,2,2,18,2,1,2,2,1,3,1,2,36,2002,0,7,2,1,10,1800,4,640,1925,1
46863418,1,3,18,3,3,3,2,4,6,2,2,12,2007,3,2,1,1,02,22000,4,652,1962,3
46873417,2,2,13,2,2,2,2,4,6,2,2,48,2003,2,6,1,1,02,21000,4,966,2841,4
46875804,1,2,8,2,1,2,2,1,2,1,2,0.75,2009,0,1,1,1,10,23088,4,644,1973,1
46889418,1,4,12,4,5,4,2,1,5,1,2,24,2007,2,2,1,1,02,13000,4,370,1224,1
46923228,2,2,9,2,2,2,2,1,1,1,2,48,2004,1,5,1,1,10,7000,4,326,982,1
46938286,2,2,18,2,2,2,2,4,6,2,2,72,2002,2,7,1,1,02,5000,1,588,2054,5
46960876,1,2,18,4,3,2,2,1,2,1,2,48,2005,2,4,1,2,04,15000,4,1040,3149,3
46962768,1,3,16,3,3,3,2,1,1,1,2,6,2008,2,1,1,1,10,4000,4,304,973,1
47011672,1,2,6,2,2,2,2,1,5,1,2,12,2004,0,5,2,1,10,1200,4,218,698,1
47011672,2,2,6,2,2,2,2,1,5,1,2,72,2002,0,7,2,1,10,10000,4,455,1456,2
47021840,3,4,16,6,3,2,2,1,4,1,2,72,2002,0,7,1,1,06,20000,4,808,2547,3
47030217,3,3,18,3,3,3,2,4,6,2,2,36,2002,2,7,1,1,10,20000,4,580,1857,1
47031791,1,3,18,4,2,2,2,4,6,2,2,24,2006,1,3,1,1,06,25000,4,1455,4586,2
47042537,2,2,12,2,2,2,2,2,6,1,2,72,2002,2,7,1,1,10,12000,4,995,3038,3
47077427,1,2,18,2,2,2,2,1,1,1,2,12,2007,2,2,1,1,02,18000,4,711,2275,1
47092578,1,2,18,2,2,2,1,4,6,2,2,9,2008,1,1,1,3,10,9333.333333,4,456,1395,1
47094303,1,2,18,2,3,2,2,1,2,1,2,6,2005,2,4,1,1,02,24000,4,662,2027,3
47095234,1,2,18,2,2,2,2,1,4,1,2,48,2005,2,4,1,1,02,2000,4,45,132,1
47119998,2,2,17,2,2,2,2,1,5,1,2,72,2003,2,6,1,1,02,11000,4,403,1235,1
47137666,1,3,6,4,2,3,2,1,1,1,2,48,2002,3,7,1,1,08,35000,4,2496,7248,4
47152445,1,1,17,2,1,2,2,1,3,1,2,84,2002,1,7,1,1,02,11000,4,1050,3181,4
47188613,2,1,4,4,1,4,2,1,2,1,2,24,2004,0,5,1,1,10,15000,4,630,1906,3
47203516,1,2,10,2,3,2,2,1,2,1,2,48,2003,0,6,1,1,10,6000,4,287,880,1
47206535,1,3,18,3,3,2,1,4,6,2,2,24,2006,2,3,1,1,06,20000,4,324,980,1
47206535,2,3,18,3,3,2,2,4,6,2,2,84,2002,2,7,1,1,06,7000,4,604,1828,4
47228649,1,1,6,2,1,2,2,2,6,1,2,48,2004,0,5,1,1,10,4000,4,170,542,1
47270143,1,2,18,2,2,2,2,4,6,2,2,72,2002,0,7,1,1,10,12000,4,640,1938,1
47286564,2,3,18,3,3,3,2,1,3,1,2,9,2005,2,4,1,1,08,8000,4,555,1777,1
47286694,1,2,18,4,2,2,2,1,3,1,2,24,2006,2,3,1,1,06,8000,4,563,1656,1
47300255,1,3,16,3,3,3,2,4,6,2,1,3,2008,3,1,1,1,02,8800,4,487,1464,4
47329340,1,3,18,4,2,2,2,1,4,1,2,3,2008,2,1,1,1,06,38280,4,849,2465,1
47340886,3,2,18,3,3,2,2,4,6,2,2,36,2005,0,4,1,1,06,10000,4,794,2323,2
47359141,1,2,8,3,2,2,2,1,3,1,2,20,2007,2,2,1,1,06,7000,4,355,1135,1
47405824,1,1,9,1,2,1,2,1,3,1,2,24,2002,0,7,1,1,09,16000,4,684,2156,1
47412608,1,2,8,4,2,2,2,2,6,1,2,2,2006,1,3,1,4,04,18000,4,1008,2927,1
47432316,1,3,18,6,3,4,2,1,4,1,2,60,2003,3,6,1,1,04,20000,4,1202,3491,1
47473029,2,4,18,7,3,4,2,4,6,2,2,36,2005,3,4,1,1,06,14000,4,406,1221,1
47500925,1,3,18,3,3,2,1,1,3,1,2,5,2008,1,1,1,1,06,6693.6,4,18,56,3
47562615,1,3,1,4,3,4,2,1,4,1,2,8,2008,3,1,1,1,08,9000,4,481,1474,1
47594942,2,2,17,5,2,2,2,4,6,2,2,48,2003,2,6,1,1,06,22000,4,808,2449,3
47668393,1,2,18,4,2,2,2,1,4,1,2,48,2004,1,5,1,1,06,10000,4,619,2049,1
47668393,2,2,18,4,2,2,2,1,4,1,2,72,2002,1,7,1,1,06,2500,4,506,1673,3
47725885,3,2,13,3,4,2,2,4,6,2,2,36,2004,2,5,1,1,04,500,4,221,668,3
47737105,1,2,18,2,2,2,2,4,6,2,2,17,2006,2,3,1,1,02,10000,4,516,1496,1
47749751,1,1,11,2,3,2,2,4,6,2,2,60,2003,1,6,1,1,10,15000,4,610,1848,4
47773318,1,2,4,3,2,2,2,4,6,2,2,4,2008,0,1,1,1,06,12000,4,586,1701,3
47802861,1,3,17,4,3,2,2,1,4,1,2,12,2007,2,2,1,1,06,13500,4,593,1869,3
47820632,2,2,17,2,3,2,2,4,6,2,2,36,2005,2,4,1,1,02,10000,4,882,2822,4
47836101,1,3,17,5,3,3,2,1,5,1,2,24,2004,4,5,1,1,06,4000,4,115,369,1
47845617,1,2,17,4,2,2,2,1,3,1,2,60,2004,1,5,1,1,04,15000,4,397,1269,1
47858792,2,2,18,4,3,2,2,1,4,1,1,26,2004,1,5,1,1,06,12000,4,572,1893,1
47879135,1,1,11,1,1,1,2,1,3,1,2,72,2002,1,7,1,1,01,5000,4,617,1973,3
47914698,1,2,18,2,2,2,2,4,6,2,2,12,2008,1,1,1,1,10,8000,4,142,455,2
47919200,3,2,18,2,6,2,2,1,4,1,2,6,2004,2,5,1,1,02,4000,4,928,2922,4
47919657,2,2,16,2,2,2,2,1,1,1,2,48,2005,0,4,1,1,10,14000,4,274,830,2
47935554,2,2,17,2,2,2,2,2,6,1,2,24,2003,2,6,1,1,02,6500,4,297,898,3
47936485,2,3,12,3,2,2,2,1,2,1,2,48,2004,2,5,2,1,08,9000,4,529,1619,1
47942310,1,1,16,1,1,1,2,1,1,1,2,24,2006,1,3,1,1,01,12500,4,777,2256,3
47949720,2,2,18,2,2,2,2,1,5,1,2,72,2003,2,6,1,1,02,10000,4,410,1243,1
47957800,3,2,18,2,3,2,1,1,1,1,2,12,2002,1,7,1,1,02,3000,4,333,978,4
48059925,1,3,3,6,2,3,2,1,5,1,2,72,2002,0,7,1,1,04,4000,4,288,881,4
48073501,2,1,18,1,2,1,2,1,4,1,2,20,2007,1,2,1,2,01,12000,4,415,1371,2
48104339,2,2,18,2,2,2,2,4,6,2,2,48,2004,0,5,1,1,10,12000,4,584,1717,1
48118493,3,2,17,2,3,2,2,1,1,1,2,12,2003,2,6,1,1,02,9000,4,522,1579,3
48130990,3,4,2,5,6,4,2,1,4,1,2,48,2003,3,6,2,1,08,12000,4,50,167,1
48151436,2,2,18,2,2,2,2,1,4,1,2,96,2002,0,7,1,1,10,12500,4,790,2292,1
48219822,2,2,11,4,2,2,2,4,6,2,2,48,2004,1,5,1,1,06,20000,4,1077,3262,3
48233677,1,2,12,2,3,2,2,4,6,2,1,9,2008,1,1,1,1,10,6258.666667,4,587,1777,4
48249632,2,2,6,2,2,2,2,4,6,2,2,72,2002,0,7,1,1,10,10000,4,155,493,1
48256939,2,2,14,4,2,2,2,1,3,1,2,48,2004,2,5,1,1,06,12000,4,511,1482,1
48260655,1,4,14,4,3,4,2,2,6,1,2,72,2002,3,7,1,1,10,30000,4,1710,5182,3
48292599,1,2,14,2,2,2,2,1,4,1,2,19,2007,0,2,1,1,10,5000,4,549,1816,3
48301594,1,2,8,2,2,2,2,4,6,2,2,10,2008,2,1,1,1,10,13200,4,308,985,1
48316002,1,2,17,2,2,2,2,1,5,1,2,10,2006,1,3,1,1,02,19200,4,48,156,1
48326609,1,2,17,2,2,2,2,1,2,1,2,12,2007,0,2,1,1,10,15000,4,491,1502,1
48329703,3,3,17,5,3,3,2,4,6,2,2,27,2004,2,5,1,1,06,11000,4,772,2365,4
48351254,2,2,16,4,2,2,2,1,3,1,2,72,2002,1,7,1,1,04,11000,4,1473,4713,2
48370853,1,2,7,2,2,2,2,1,3,1,2,36,2005,1,4,1,1,10,12000,4,888,2633,3
48377311,2,2,18,2,2,2,1,1,4,1,2,36,2005,1,4,1,1,10,12000,4,523,1519,1
48399939,1,2,18,2,2,2,2,1,5,1,2,24,2007,0,2,1,3,10,7500,4,126,385,1
48406350,1,1,18,1,1,1,2,1,4,1,2,3,2008,1,1,1,3,01,10400,4,251,829,1
48412753,1,3,16,6,3,2,2,1,4,1,2,8,2008,2,1,1,1,06,11550,4,556,1703,1
48431642,2,4,18,4,6,3,2,4,6,2,2,6,2005,1,4,1,1,08,27312,4,912,2764,1
48499763,1,2,14,2,2,2,2,1,1,1,2,24,2007,2,2,1,1,02,9000,4,481,1468,1
48518598,2,2,10,4,2,2,2,2,6,1,2,12,2002,1,7,1,1,04,15000,4,495,1435,1
48533201,2,2,18,2,2,2,2,4,6,2,2,60,2003,0,6,1,1,10,3500,4,680,2060,1
48559760,1,1,6,1,1,1,2,4,6,2,2,24,2005,1,4,2,2,01,15000,4,199,585,1
48616524,1,3,14,4,3,3,2,1,5,1,2,48,2004,0,5,1,1,04,500,4,357,1179,3
48617398,1,2,12,2,1,2,1,4,6,2,2,12,2007,0,2,1,1,10,12000,4,3,11,1
48638263,1,2,17,2,2,2,2,4,6,2,2,6,2008,2,1,1,1,02,17000,4,958,2934,3
48658887,3,2,8,2,3,2,2,4,6,2,2,72,2002,0,7,1,1,10,3000,4,397,1177,4
48728409,2,2,15,2,3,2,2,4,6,2,2,72,2003,1,6,1,1,10,6000,4,136,411,1
48766616,1,2,8,2,3,2,1,4,6,2,2,20,2007,1,2,1,1,10,12000,4,493,1429,3
48769073,1,1,4,1,1,1,2,4,6,2,2,11,2007,0,2,1,3,09,8727.272727,4,132,437,1
48777256,1,1,11,2,2,2,2,4,6,2,2,11,2007,0,2,1,1,10,7429.090909,4,313,908,2
48784731,1,2,6,2,3,2,2,2,6,1,2,18,2007,2,2,1,1,02,10000,4,285,838,1
48789165,2,3,18,3,4,3,2,1,4,1,2,24,2005,2,4,1,1,10,15000,4,871,2883,2
48803249,1,1,10,1,2,1,1,1,1,1,2,12,2007,0,2,1,1,09,7000,4,268,787,1
48815569,1,2,16,2,2,2,2,1,4,1,2,2,2009,1,1,1,1,10,6000,4,445,1348,1
48816874,1,2,17,2,5,2,2,1,2,1,2,12,2007,2,2,1,1,02,11000,4,640,1960,3
48836331,3,3,13,3,3,3,2,1,4,1,2,36,2005,3,4,1,1,02,15000,4,1218,3535,1
48846246,1,2,3,2,2,2,2,1,1,1,2,7,2007,0,2,1,1,10,2237.142857,4,178,516,4
48850672,5,3,16,3,5,3,2,1,1,1,2,24,2006,3,3,1,1,02,35000,1,622,2251,1
48864585,1,3,17,3,3,3,2,4,6,2,2,19,2007,3,2,1,1,02,30000,4,1119,3250,4
48892159,2,2,17,5,4,2,2,4,6,2,2,60,2003,2,6,1,1,06,30000,4,1475,4469,4
48969190,1,2,14,2,2,2,2,1,1,1,2,36,2005,1,4,1,1,02,15000,4,445,1309,1
48980289,1,2,18,2,3,2,2,4,6,2,2,24,2007,1,2,1,1,10,28000,4,1089,3326,4
49026090,2,2,18,4,2,2,2,1,4,1,2,6,2007,2,2,1,1,06,16000,4,629,2079,1
49040715,1,2,16,2,3,2,2,4,6,2,2,12,2007,2,2,1,1,02,15000,4,742,2180,3
49060245,1,2,8,2,2,2,2,1,1,1,2,30,2003,0,6,1,1,10,10000,4,480,1455,1
49060245,2,2,8,2,2,2,2,1,1,1,2,36,2006,0,3,1,1,10,800,4,147,446,1
49073704,2,4,13,6,2,5,2,2,6,1,2,60,2002,2,7,1,1,06,13500,4,1071,3426,3
49078802,2,2,17,2,3,2,2,1,3,1,2,60,2003,1,6,1,1,10,7400,4,289,874,1
49086870,3,2,18,2,4,2,2,2,6,1,2,4,2008,2,1,1,1,02,6000,4,114,351,3
49095818,1,2,16,2,4,2,2,1,1,1,2,36,2005,0,4,1,1,10,20000,4,1557,4718,1
49113570,3,2,18,3,3,2,2,1,2,1,2,48,2004,2,5,1,1,04,12000,4,631,1929,1
49128284,1,2,11,2,3,2,2,1,4,1,2,60,2003,2,6,1,1,02,12500,4,364,1203,3
49147007,1,2,6,2,2,2,2,4,6,2,2,36,2005,0,4,1,1,10,15000,4,971,2973,4
49154014,2,2,12,2,3,2,2,4,6,2,2,72,2002,1,7,1,1,10,1000,4,190,562,4
49161731,2,2,12,2,2,2,2,4,6,2,2,48,2005,0,4,1,1,10,10000,4,281,816,1
49184253,1,3,18,3,5,3,2,4,6,2,2,1,2005,3,4,1,1,08,9600,4,858,2744,3
49188617,1,2,15,2,2,2,2,1,1,1,2,60,2003,0,6,1,1,10,4000,4,182,552,1
49217012,2,2,18,2,2,2,2,4,6,2,2,36,2002,2,7,1,1,02,15000,4,404,1224,1
49222454,1,4,6,4,6,4,2,2,6,1,2,24,2006,3,3,1,1,10,6500,4,142,453,1
49235191,1,1,7,1,2,1,1,4,6,2,2,24,2006,1,3,1,1,01,4500,4,132,381,1
49250783,1,1,12,1,1,1,2,1,4,1,2,48,2004,0,5,1,1,01,12000,4,359,1063,1
49259281,1,2,11,2,3,2,2,4,6,2,1,18,2006,1,3,1,1,10,10000,4,621,2053,4
49349687,2,2,2,5,2,2,2,1,1,1,2,24,2004,1,5,1,1,04,5000,1,588,2199,5
49351989,2,2,7,2,2,2,2,1,3,1,2,24,2002,0,7,1,1,10,2000,4,190,549,4
49360413,1,2,15,2,2,2,2,1,1,1,2,48,2004,1,5,1,1,10,13000,4,317,960,3
49390595,2,2,17,2,4,2,2,2,6,1,2,12,2003,2,6,1,1,02,7000,4,381,1119,4
49413270,2,2,17,3,2,2,2,1,4,1,2,48,2002,2,7,1,2,04,15000,4,561,1665,3
49416178,2,3,10,3,3,3,2,1,4,1,2,96,2002,0,7,1,1,10,10000,4,746,2469,1
49440155,1,2,4,5,2,2,2,1,5,1,2,30,2002,2,7,2,1,04,2500,4,459,1518,3
49446063,2,2,18,5,3,2,2,1,3,1,2,36,2006,2,3,1,1,04,12000,4,712,2355,1
49446456,1,1,8,1,1,1,2,4,6,2,2,24,2005,1,4,1,1,01,12000,4,539,1724,1
49470705,1,3,18,5,3,2,2,1,4,1,2,15,2006,2,3,1,1,06,40000,4,1210,3514,3
49474851,1,1,8,1,1,1,1,1,4,1,2,9,2007,0,2,1,1,09,10000,4,358,1039,1
49547317,2,4,7,4,4,3,2,4,6,2,2,18,2005,3,4,1,1,08,10000,4,398,1204,4
49553747,1,2,18,3,2,2,2,4,6,2,2,24,2005,2,4,1,4,06,20000,4,1179,3572,3
49560866,1,1,11,2,1,2,2,1,4,1,2,24,2006,0,3,1,1,10,8000,4,103,341,1
49576438,1,2,14,3,2,3,2,4,6,2,2,36,2005,3,4,1,1,02,25000,4,1398,4177,3
49635410,1,2,18,2,5,2,2,4,6,2,2,12,2007,0,2,1,1,02,12977,1,1111,4022,3
49655472,2,3,17,5,3,3,2,4,6,2,2,60,2003,3,6,1,1,06,20000,4,881,2589,4
49669554,1,2,18,5,3,2,2,1,5,1,2,24,2002,2,7,1,1,04,15000,4,764,2339,3
49695629,1,2,3,2,2,2,2,4,6,2,2,60,2003,0,6,1,1,10,10000,4,579,1702,1
49728330,2,2,18,2,2,2,2,1,5,1,2,48,2004,1,5,1,2,10,15000,4,578,1849,1
49786901,1,2,13,2,2,2,2,2,6,1,2,36,2004,2,5,1,1,02,10000,4,467,1382,4
49788334,1,3,18,4,4,2,2,4,6,2,2,24,2003,1,6,1,1,06,10000,4,369,1220,1
49802913,1,2,18,4,2,2,2,1,3,1,2,48,2004,1,5,2,1,04,7500,4,586,1701,3
49815940,1,2,15,2,1,2,2,1,2,1,2,24,2005,0,4,2,3,10,4200,4,198,573,1
49823413,1,2,8,2,2,2,2,1,1,1,2,72,2002,1,7,1,1,10,1000,4,70,214,1
49885354,1,2,11,2,2,2,2,1,2,1,2,84,2002,0,7,1,1,10,20000,4,663,2007,1
49898783,2,3,18,4,3,2,2,1,4,1,2,36,2006,1,3,1,1,06,12000,4,558,1618,3
49902596,1,1,5,1,1,1,2,2,6,1,2,24,2004,0,5,2,3,09,15000,4,519,1572,1
49906615,2,2,16,2,2,2,2,4,6,2,2,48,2005,1,4,2,1,02,25000,4,861,2638,1
49913828,1,4,18,4,4,4,2,1,2,1,2,36,2005,2,4,1,1,08,10000,4,979,3000,1
49915000,1,2,17,2,2,2,2,4,6,2,2,4,2009,2,1,1,1,02,10200,4,189,603,1
49937217,2,2,16,5,2,2,2,1,3,1,2,72,2003,2,6,1,1,04,15000,4,691,2006,1
49974454,1,2,16,2,2,2,2,1,1,1,2,10,2008,0,1,1,1,10,10488,4,467,1415,3
49979806,2,2,11,4,2,2,1,1,5,1,2,36,2006,1,3,1,1,04,11000,4,603,1845,3
49983438,2,2,18,2,2,2,2,1,2,1,1,60,2004,2,5,1,1,02,2000,4,394,1192,3
50023040,1,2,15,3,2,2,2,1,2,1,2,60,2004,2,5,1,1,06,15000,4,844,2558,1
50058668,1,2,14,2,3,2,2,4,6,2,2,36,2004,2,5,1,1,02,12500,4,1066,3133,3
50079373,1,2,18,2,2,2,2,4,6,2,2,48,2004,2,5,1,1,02,11000,4,554,1774,3
50080968,6,2,5,2,6,2,2,4,6,2,2,48,2002,1,7,1,1,02,10000,4,1372,4542,1
50105209,1,2,14,4,3,2,2,2,6,1,2,4,2008,1,1,1,2,04,18000,4,658,1993,2
50126035,1,1,5,2,1,1,2,1,1,1,2,4,2002,1,7,1,1,05,9000,4,434,1305,3
50140880,1,2,17,2,3,2,2,4,6,2,2,36,2005,0,4,1,1,10,25000,4,896,2714,2
50163133,1,2,18,2,3,2,2,1,3,1,2,0.75,2009,2,1,1,1,02,3920,4,169,559,1
50180644,1,4,3,4,4,4,2,4,6,2,2,48,2004,4,5,1,1,08,25000,4,836,2533,1
50180804,1,2,17,2,3,2,2,1,3,1,2,72,2002,2,7,1,2,02,3000,4,340,1088,1
50200391,2,3,10,3,3,3,2,1,5,1,2,72,2002,2,7,2,3,08,5000,4,111,368,4
50203280,2,2,18,2,3,2,2,1,2,1,2,48,2005,2,4,1,1,02,25000,4,486,1441,1
50243969,1,2,14,2,3,2,2,1,2,1,2,24,2008,0,1,1,1,10,5000,4,189,625,1
50246269,3,3,18,3,3,3,1,1,1,1,2,20,2008,3,1,1,1,02,11000,4,389,1287,3
50250631,1,1,9,1,1,1,2,1,1,1,2,48,2004,1,5,1,1,01,20000,4,857,2834,4
50250716,2,2,10,2,2,2,2,1,2,1,2,36,2002,2,7,1,1,02,14000,4,496,1503,1
50257368,2,2,10,2,2,2,2,1,2,1,2,48,2004,0,5,1,1,10,6000,4,409,1353,1
50267992,1,3,18,4,2,2,2,1,1,1,2,48,2005,2,4,1,1,06,15000,4,804,2457,3
50303863,1,2,18,2,2,2,2,1,2,1,2,48,2005,0,4,1,1,10,6000,4,174,533,1
50358470,1,2,6,3,2,3,2,4,6,2,2,48,2005,1,4,1,1,10,9000,4,1053,3369,2
50371170,2,2,13,3,3,3,2,4,6,2,2,18,2004,1,5,1,1,10,10000,4,704,2132,4
50489374,1,2,13,2,4,2,2,4,6,2,2,12,2007,2,2,1,1,02,12656,4,276,883,3
